tweet_id,datetime,text,user,likes,retweets,sentiment,hour,day,text_len,sent_score,text_cleaned,tokens,token_count,sentiment_score,engagement_score,engagement_log,day_of_week,is_weekend,time_period
tweet_1314,2024-02-21 14:03:25,"Bitcoin adoption is accelerating, banks are scared 📉",btc_trader_4622,71,14,positive,14,Wednesday,52,1,bitcoin adoption is accelerating banks are scared,"['bitcoin', 'adoption', 'accelerating', 'bank', 'scared']",5,1.0,99.0,4.605170185988092,2,0,afternoon
tweet_7920,2024-02-21 14:03:36,"El Salvador buying more Bitcoin, smart move!",btc_trader_1443,132,17,positive,14,Wednesday,44,1,el salvador buying more bitcoin smart move,"['salvador', 'buying', 'more', 'bitcoin', 'smart', 'move']",6,1.0,166.0,5.117993812416755,2,0,afternoon
tweet_9001,2024-02-21 14:30:58,Interesting Bitcoin discussion on the podcast today #BTC at $51142,btc_trader_2965,20,2,neutral,14,Wednesday,66,0,interesting bitcoin discussion on the podcast today btc at,"['interesting', 'bitcoin', 'discussion', 'podcast', 'today', 'btc']",6,0.0,24.0,3.2188758248682006,2,0,afternoon
tweet_1247,2024-02-21 14:33:15,"Whales accumulating, big move coming soon 📉 $49294 level",btc_trader_4911,0,0,positive,14,Wednesday,56,1,whales accumulating big move coming soon level,"['whale', 'accumulating', 'big', 'move', 'coming', 'soon', 'level']",7,1.0,0.0,0.0,2,0,afternoon
tweet_6758,2024-02-21 14:37:13,Interesting Bitcoin discussion on the podcast today,btc_trader_703,124,7,neutral,14,Wednesday,51,0,interesting bitcoin discussion on the podcast today,"['interesting', 'bitcoin', 'discussion', 'podcast', 'today']",5,0.0,138.0,4.9344739331306915,2,0,afternoon
tweet_7408,2024-02-21 15:07:17,Technical analysis looking very bullish right now #crypto,btc_trader_246,149,18,positive,15,Wednesday,57,1,technical analysis looking very bullish right now crypto,"['technical', 'analysis', 'looking', 'bullish', 'right', 'crypto']",6,1.0,185.0,5.225746673713202,2,0,afternoon
tweet_4619,2024-02-21 15:19:17,Interesting price action on Bitcoin today 🚀,btc_trader_57,300,66,neutral,15,Wednesday,43,0,interesting price action on bitcoin today,"['interesting', 'price', 'action', 'bitcoin', 'today']",5,0.0,432.0,6.07073772800249,2,0,afternoon
tweet_4686,2024-02-21 15:25:56,Governments will never allow Bitcoin to succeed tbh $52417 level,btc_trader_3812,18,3,negative,15,Wednesday,64,-1,governments will never allow bitcoin to succeed tbh level,"['government', 'never', 'allow', 'bitcoin', 'succeed', 'tbh', 'level']",7,-1.0,24.0,3.2188758248682006,2,0,afternoon
tweet_2708,2024-02-21 15:51:00,"Bitcoin conference next week, should be interesting 📉",btc_trader_2988,175,36,neutral,15,Wednesday,53,0,bitcoin conference next week should be interesting,"['bitcoin', 'conference', 'next', 'week', 'interesting']",5,0.0,247.0,5.5134287461649825,2,0,afternoon
tweet_1408,2024-02-21 15:53:08,Bitcoin correlation with stocks is interesting 💎,btc_trader_594,121,11,neutral,15,Wednesday,48,0,bitcoin correlation with stocks is interesting,"['bitcoin', 'correlation', 'stock', 'interesting']",4,0.0,143.0,4.969813299576001,2,0,afternoon
tweet_297,2024-02-21 16:05:44,"Bitcoin is freedom money, can't be stopped #Bitcoin",btc_trader_205,625,84,positive,16,Wednesday,51,1,bitcoin is freedom money cant be stopped bitcoin,"['bitcoin', 'freedom', 'money', 'cant', 'stopped', 'bitcoin']",6,1.0,793.0,6.677083461247136,2,0,afternoon
tweet_2864,2024-02-21 16:15:32,Not selling until we hit six figures!,btc_trader_3651,348,71,positive,16,Wednesday,37,1,not selling until we hit six figures,"['not', 'selling', 'hit', 'six', 'figure']",5,1.0,490.0,6.19644412779452,2,0,afternoon
tweet_52,2024-02-21 16:37:51,"Bitcoin network hashrate at all time high, bullish 📉",btc_trader_2817,323,17,positive,16,Wednesday,52,1,bitcoin network hashrate at all time high bullish,"['bitcoin', 'network', 'hashrate', 'time', 'high', 'bullish']",6,1.0,357.0,5.8805329864007,2,0,afternoon
tweet_4845,2024-02-21 17:14:07,"Best performing asset of the decade, hands down imo at $45274",btc_trader_2747,153,19,positive,17,Wednesday,61,1,best performing asset of the decade hands down imo at,"['best', 'performing', 'asset', 'decade', 'hand', 'down', 'imo']",7,1.0,191.0,5.2574953720277815,2,0,afternoon
tweet_6353,2024-02-21 17:24:52,"Missed the top again, this always happens btw",btc_trader_1906,35,4,negative,17,Wednesday,45,-1,missed the top again this always happens btw,"['missed', 'top', 'always', 'happens', 'btw']",5,-1.0,43.0,3.784189633918261,2,0,afternoon
tweet_4559,2024-02-21 17:35:28,Bitcoin's monetary policy is predictable and transparent thoughts?,btc_trader_2755,32,4,neutral,17,Wednesday,66,0,bitcoins monetary policy is predictable and transparent thoughts,"['bitcoins', 'monetary', 'policy', 'predictable', 'transparent', 'thought']",6,0.0,40.0,3.713572066704308,2,0,afternoon
tweet_4147,2024-02-21 17:41:17,"RSI neutral, MACD crossing, watching closely #Bitcoin",btc_trader_1615,311,43,neutral,17,Wednesday,53,0,rsi neutral macd crossing watching closely bitcoin,"['rsi', 'neutral', 'macd', 'crossing', 'watching', 'closely', 'bitcoin']",7,0.0,397.0,5.986452005284438,2,0,afternoon
tweet_2200,2024-02-21 17:44:59,"Bitcoin network hashrate at all time high, bullish 📈",btc_trader_3604,4,0,positive,17,Wednesday,52,1,bitcoin network hashrate at all time high bullish,"['bitcoin', 'network', 'hashrate', 'time', 'high', 'bullish']",6,1.0,4.0,1.6094379124341003,2,0,afternoon
tweet_556,2024-02-21 18:14:49,"Watching Bitcoin closely, key resistance ahead thoughts?",btc_trader_2399,4,0,neutral,18,Wednesday,56,0,watching bitcoin closely key resistance ahead thoughts,"['watching', 'bitcoin', 'closely', 'key', 'resistance', 'ahead', 'thought']",7,0.0,4.0,1.6094379124341003,2,0,evening
tweet_3422,2024-02-21 18:34:27,"Energy consumption debate continues, both sides valid #BTC",btc_trader_1902,261,33,neutral,18,Wednesday,58,0,energy consumption debate continues both sides valid btc,"['energy', 'consumption', 'debate', 'continues', 'side', 'valid', 'btc']",7,0.0,327.0,5.793013608384144,2,0,evening
tweet_4572,2024-02-21 18:41:15,"Bitcoin crashing again, told you so.",btc_trader_1626,35,5,negative,18,Wednesday,36,-1,bitcoin crashing again told you so,"['bitcoin', 'crashing', 'told']",3,-1.0,45.0,3.828641396489095,2,0,evening
tweet_5302,2024-02-21 18:52:52,Bitcoin correlation with stocks is interesting. $47181 level,btc_trader_794,78,7,neutral,18,Wednesday,60,0,bitcoin correlation with stocks is interesting level,"['bitcoin', 'correlation', 'stock', 'interesting', 'level']",5,0.0,92.0,4.532599493153256,2,0,evening
tweet_1855,2024-02-21 19:12:44,"Stacking sats every day, DCA is the way... $43878 level",btc_trader_1694,43,10,positive,19,Wednesday,55,1,stacking sats every day dca is the way level,"['stacking', 'sat', 'every', 'day', 'dca', 'way', 'level']",7,1.0,63.0,4.1588830833596715,2,0,evening
tweet_283,2024-02-21 19:25:21,"Bitcoin holding support, let's see what happens btw",btc_trader_2635,0,0,neutral,19,Wednesday,51,0,bitcoin holding support lets see what happens btw,"['bitcoin', 'holding', 'support', 'let', 'see', 'happens', 'btw']",7,0.0,0.0,0.0,2,0,evening
tweet_5861,2024-02-21 19:54:25,"Bitcoin fundamentals unchanged, price is just noise!",btc_trader_1169,110,25,neutral,19,Wednesday,52,0,bitcoin fundamentals unchanged price is just noise,"['bitcoin', 'fundamental', 'unchanged', 'price', 'noise']",5,0.0,160.0,5.081404364984463,2,0,evening
tweet_4028,2024-02-21 20:48:45,"Best performing asset of the decade, hands down",btc_trader_4390,411,33,positive,20,Wednesday,47,1,best performing asset of the decade hands down,"['best', 'performing', 'asset', 'decade', 'hand', 'down']",6,1.0,477.0,6.169610732491456,2,0,evening
tweet_249,2024-02-21 20:53:37,Bitcoin mining centralization is worrying,btc_trader_1827,50,3,negative,20,Wednesday,41,-1,bitcoin mining centralization is worrying,"['bitcoin', 'mining', 'centralization', 'worrying']",4,-1.0,56.0,4.04305126783455,2,0,evening
tweet_3525,2024-02-21 20:53:45,"Bitcoin conference next week, should be interesting #Bitcoin Price: $45918",btc_trader_3275,116,24,neutral,20,Wednesday,74,0,bitcoin conference next week should be interesting bitcoin price,"['bitcoin', 'conference', 'next', 'week', 'interesting', 'bitcoin', 'price']",7,0.0,164.0,5.10594547390058,2,0,evening
tweet_5774,2024-02-21 21:45:01,Regulatory pressure is killing Bitcoin!,btc_trader_806,12,2,negative,21,Wednesday,39,-1,regulatory pressure is killing bitcoin,"['regulatory', 'pressure', 'killing', 'bitcoin']",4,-1.0,16.0,2.833213344056216,2,0,evening
tweet_3008,2024-02-21 22:07:50,Bitcoin developer activity remains strong! Price: $48613,btc_trader_484,30,6,neutral,22,Wednesday,56,0,bitcoin developer activity remains strong price,"['bitcoin', 'developer', 'activity', 'remains', 'strong', 'price']",6,0.0,42.0,3.7612001156935624,2,0,evening
tweet_8384,2024-02-21 22:23:01,Learning more about Bitcoin every day 📈 $41731 level,btc_trader_3312,240,30,neutral,22,Wednesday,52,0,learning more about bitcoin every day level,"['learning', 'more', 'bitcoin', 'every', 'day', 'level']",6,0.0,300.0,5.707110264748875,2,0,evening
tweet_2414,2024-02-21 22:26:43,"Bitcoin conference next week, should be interesting.",btc_trader_3361,145,24,neutral,22,Wednesday,52,0,bitcoin conference next week should be interesting,"['bitcoin', 'conference', 'next', 'week', 'interesting']",5,0.0,193.0,5.267858159063328,2,0,evening
tweet_6947,2024-02-21 22:35:17,On-chain metrics showing mixed signals #BTC,btc_trader_3555,95,13,neutral,22,Wednesday,43,0,onchain metrics showing mixed signals btc,"['onchain', 'metric', 'showing', 'mixed', 'signal', 'btc']",6,0.0,121.0,4.804021044733257,2,0,evening
tweet_3404,2024-02-21 22:57:52,Bitcoin Lightning Network is game changing $41122 level,btc_trader_2728,65,7,positive,22,Wednesday,55,1,bitcoin lightning network is game changing level,"['bitcoin', 'lightning', 'network', 'game', 'changing', 'level']",6,1.0,79.0,4.382026634673881,2,0,evening
tweet_5116,2024-02-21 23:05:42,"Energy consumption debate continues, both sides valid 📉",btc_trader_3567,244,52,neutral,23,Wednesday,55,0,energy consumption debate continues both sides valid,"['energy', 'consumption', 'debate', 'continues', 'side', 'valid']",6,0.0,348.0,5.855071922202427,2,0,evening
tweet_797,2024-02-21 23:34:20,"Stacking sats every day, DCA is the way!",btc_trader_419,77,15,positive,23,Wednesday,40,1,stacking sats every day dca is the way,"['stacking', 'sat', 'every', 'day', 'dca', 'way']",6,1.0,107.0,4.68213122712422,2,0,evening
tweet_1541,2024-02-22 00:46:30,"Bitcoin trading sideways, waiting for a breakout 📉 $37685 level",btc_trader_3221,18,2,neutral,0,Thursday,63,0,bitcoin trading sideways waiting for a breakout level,"['bitcoin', 'trading', 'sideways', 'waiting', 'breakout', 'level']",6,0.0,22.0,3.1354942159291497,3,0,night
tweet_2731,2024-02-22 02:28:26,Learning more about Bitcoin every day thoughts?,btc_trader_1760,119,19,neutral,2,Thursday,47,0,learning more about bitcoin every day thoughts,"['learning', 'more', 'bitcoin', 'every', 'day', 'thought']",6,0.0,157.0,5.062595033026967,3,0,night
tweet_3781,2024-02-22 02:39:31,"Best performing asset of the decade, hands down",btc_trader_2313,95,18,positive,2,Thursday,47,1,best performing asset of the decade hands down,"['best', 'performing', 'asset', 'decade', 'hand', 'down']",6,1.0,131.0,4.882801922586371,3,0,night
tweet_7273,2024-02-22 02:51:16,"Bitcoin network hashrate at all time high, bullish 📈",btc_trader_2732,206,20,positive,2,Thursday,52,1,bitcoin network hashrate at all time high bullish,"['bitcoin', 'network', 'hashrate', 'time', 'high', 'bullish']",6,1.0,246.0,5.5093883366279774,3,0,night
tweet_5908,2024-02-22 03:29:56,"Bitcoin conference next week, should be interesting #BTC",btc_trader_1667,27,1,neutral,3,Thursday,56,0,bitcoin conference next week should be interesting btc,"['bitcoin', 'conference', 'next', 'week', 'interesting', 'btc']",6,0.0,29.0,3.4011973816621555,3,0,night
tweet_5545,2024-02-22 04:20:23,"Bitcoin trading sideways, waiting for a breakout 💎",btc_trader_2530,64,14,neutral,4,Thursday,50,0,bitcoin trading sideways waiting for a breakout,"['bitcoin', 'trading', 'sideways', 'waiting', 'breakout']",5,0.0,92.0,4.532599493153256,3,0,night
tweet_9424,2024-02-22 04:24:51,"Bitcoin network hashrate at all time high, bullish btw",btc_trader_1053,43,4,positive,4,Thursday,54,1,bitcoin network hashrate at all time high bullish btw,"['bitcoin', 'network', 'hashrate', 'time', 'high', 'bullish', 'btw']",7,1.0,51.0,3.9512437185814275,3,0,night
tweet_4656,2024-02-22 04:28:48,"Bitcoin fundamentals unchanged, price is just noise #BTC at $41842",btc_trader_627,253,31,neutral,4,Thursday,66,0,bitcoin fundamentals unchanged price is just noise btc at,"['bitcoin', 'fundamental', 'unchanged', 'price', 'noise', 'btc']",6,0.0,315.0,5.755742213586912,3,0,night
tweet_8592,2024-02-22 04:43:16,Bitcoin whales dumping on retail investors agree?,btc_trader_1548,218,54,negative,4,Thursday,49,-1,bitcoin whales dumping on retail investors agree,"['bitcoin', 'whale', 'dumping', 'retail', 'investor', 'agree']",6,-1.0,326.0,5.7899601708972535,3,0,night
tweet_9428,2024-02-22 04:43:23,"Institutions are finally getting it, Bitcoin is the future! Price: $51055",btc_trader_4867,15,2,positive,4,Thursday,73,1,institutions are finally getting it bitcoin is the future price,"['institution', 'finally', 'getting', 'bitcoin', 'future', 'price']",6,1.0,19.0,2.995732273553991,3,0,night
tweet_5010,2024-02-22 05:13:41,Comparing Bitcoin to other cryptocurrencies btw,btc_trader_1934,11,1,neutral,5,Thursday,47,0,comparing bitcoin to other cryptocurrencies btw,"['comparing', 'bitcoin', 'cryptocurrencies', 'btw']",4,0.0,13.0,2.6390573296152584,3,0,night
tweet_3599,2024-02-22 05:14:41,"Bitcoin is digital gold, change my mind 📉 Price: $38801",btc_trader_3628,415,24,positive,5,Thursday,55,1,bitcoin is digital gold change my mind price,"['bitcoin', 'digital', 'gold', 'change', 'mind', 'price']",6,1.0,463.0,6.139884552226255,3,0,night
tweet_7713,2024-02-22 05:16:50,This is just the beginning for Bitcoin 🚀,btc_trader_3781,122,24,positive,5,Thursday,40,1,this is just the beginning for bitcoin,"['beginning', 'bitcoin']",2,1.0,170.0,5.14166355650266,3,0,night
tweet_8532,2024-02-22 05:23:53,"Watching Bitcoin closely, key resistance ahead btw",btc_trader_4088,60,3,neutral,5,Thursday,50,0,watching bitcoin closely key resistance ahead btw,"['watching', 'bitcoin', 'closely', 'key', 'resistance', 'ahead', 'btw']",7,0.0,66.0,4.204692619390966,3,0,night
tweet_7089,2024-02-22 05:32:19,"Bitcoin network hashrate at all time high, bullish",btc_trader_1309,148,19,positive,5,Thursday,50,1,bitcoin network hashrate at all time high bullish,"['bitcoin', 'network', 'hashrate', 'time', 'high', 'bullish']",6,1.0,186.0,5.231108616854587,3,0,night
tweet_659,2024-02-22 05:40:07,Bitcoin chart looking indecisive right now 📈,btc_trader_3347,185,31,neutral,5,Thursday,44,0,bitcoin chart looking indecisive right now,"['bitcoin', 'chart', 'looking', 'indecisive', 'right']",5,0.0,247.0,5.5134287461649825,3,0,night
tweet_7171,2024-02-22 06:06:59,Too much manipulation in Bitcoin market #crypto,btc_trader_1262,149,22,negative,6,Thursday,47,-1,too much manipulation in bitcoin market crypto,"['much', 'manipulation', 'bitcoin', 'market', 'crypto']",5,-1.0,193.0,5.267858159063328,3,0,morning
tweet_1978,2024-02-22 06:16:03,Bitcoin ETF approval is huge for adoption agree?,btc_trader_4610,318,70,positive,6,Thursday,48,1,bitcoin etf approval is huge for adoption agree,"['bitcoin', 'etf', 'approval', 'huge', 'adoption', 'agree']",6,1.0,458.0,6.129050210060545,3,0,morning
tweet_2103,2024-02-22 06:42:54,Technical analysis looking very bullish right now btw,btc_trader_3310,12,2,positive,6,Thursday,53,1,technical analysis looking very bullish right now btw,"['technical', 'analysis', 'looking', 'bullish', 'right', 'btw']",6,1.0,16.0,2.833213344056216,3,0,morning
tweet_6438,2024-02-22 06:50:10,Learning more about Bitcoin every day...,btc_trader_4222,226,13,neutral,6,Thursday,40,0,learning more about bitcoin every day,"['learning', 'more', 'bitcoin', 'every', 'day']",5,0.0,252.0,5.53338948872752,3,0,morning
tweet_1795,2024-02-22 07:00:37,Security concerns with Bitcoin exchanges thinking,btc_trader_2738,318,60,negative,7,Thursday,49,-1,security concerns with bitcoin exchanges thinking,"['security', 'concern', 'bitcoin', 'exchange', 'thinking']",5,-1.0,438.0,6.0844994130751715,3,0,morning
tweet_3492,2024-02-22 07:50:39,Comparing Bitcoin to other cryptocurrencies #crypto,btc_trader_3070,3,0,neutral,7,Thursday,51,0,comparing bitcoin to other cryptocurrencies crypto,"['comparing', 'bitcoin', 'cryptocurrencies', 'crypto']",4,0.0,3.0,1.3862943611198906,3,0,morning
tweet_6386,2024-02-22 08:09:29,"Bitcoin volume is decreasing, calm before storm? imo",btc_trader_4258,74,14,neutral,8,Thursday,52,0,bitcoin volume is decreasing calm before storm imo,"['bitcoin', 'volume', 'decreasing', 'calm', 'storm', 'imo']",6,0.0,102.0,4.634728988229636,3,0,morning
tweet_725,2024-02-22 08:41:45,Technical analysis looking very bullish right now #Bitcoin,btc_trader_2585,5,0,positive,8,Thursday,58,1,technical analysis looking very bullish right now bitcoin,"['technical', 'analysis', 'looking', 'bullish', 'right', 'bitcoin']",6,1.0,5.0,1.791759469228055,3,0,morning
tweet_1308,2024-02-22 08:46:01,"HODL strong, we're going to the moon btw",btc_trader_848,15,3,positive,8,Thursday,40,1,hodl strong were going to the moon btw,"['hodl', 'strong', 'going', 'moon', 'btw']",5,1.0,21.0,3.091042453358316,3,0,morning
tweet_1809,2024-02-22 08:52:13,Bitcoin chart looking indecisive right now btw,btc_trader_591,103,11,neutral,8,Thursday,46,0,bitcoin chart looking indecisive right now btw,"['bitcoin', 'chart', 'looking', 'indecisive', 'right', 'btw']",6,0.0,125.0,4.836281906951478,3,0,morning
tweet_2133,2024-02-22 09:12:11,Bitcoin mining centralization is worrying 💎,btc_trader_4915,100,12,negative,9,Thursday,43,-1,bitcoin mining centralization is worrying,"['bitcoin', 'mining', 'centralization', 'worrying']",4,-1.0,124.0,4.8283137373023015,3,0,morning
tweet_7455,2024-02-22 09:16:05,Not selling until we hit six figures 💎,btc_trader_4457,75,10,positive,9,Thursday,38,1,not selling until we hit six figures,"['not', 'selling', 'hit', 'six', 'figure']",5,1.0,95.0,4.564348191467836,3,0,morning
tweet_2006,2024-02-22 10:51:07,"Institutions are finally getting it, Bitcoin is the future.",btc_trader_1180,68,13,positive,10,Thursday,59,1,institutions are finally getting it bitcoin is the future,"['institution', 'finally', 'getting', 'bitcoin', 'future']",5,1.0,94.0,4.553876891600541,3,0,morning
tweet_5725,2024-02-22 11:22:48,"Bitcoin conference next week, should be interesting #Bitcoin",btc_trader_1524,152,12,neutral,11,Thursday,60,0,bitcoin conference next week should be interesting bitcoin,"['bitcoin', 'conference', 'next', 'week', 'interesting', 'bitcoin']",6,0.0,176.0,5.176149732573829,3,0,morning
tweet_7878,2024-02-22 11:31:08,"HODL strong, we're going to the moon #crypto",btc_trader_4656,234,47,positive,11,Thursday,44,1,hodl strong were going to the moon crypto,"['hodl', 'strong', 'going', 'moon', 'crypto']",5,1.0,328.0,5.796057750765372,3,0,morning
tweet_6750,2024-02-22 11:32:58,"Bitcoin is digital gold, change my mind thoughts?",btc_trader_1208,656,137,positive,11,Thursday,49,1,bitcoin is digital gold change my mind thoughts,"['bitcoin', 'digital', 'gold', 'change', 'mind', 'thought']",6,1.0,930.0,6.836259277277067,3,0,morning
tweet_9416,2024-02-22 11:43:48,Interesting Bitcoin discussion on the podcast today agree?,btc_trader_2737,50,12,neutral,11,Thursday,58,0,interesting bitcoin discussion on the podcast today agree,"['interesting', 'bitcoin', 'discussion', 'podcast', 'today', 'agree']",6,0.0,74.0,4.31748811353631,3,0,morning
tweet_3799,2024-02-22 12:03:06,"Watching Bitcoin closely, key resistance ahead thoughts? at $41562",btc_trader_4645,37,3,neutral,12,Thursday,66,0,watching bitcoin closely key resistance ahead thoughts at,"['watching', 'bitcoin', 'closely', 'key', 'resistance', 'ahead', 'thought']",7,0.0,43.0,3.784189633918261,3,0,afternoon
tweet_2174,2024-02-22 12:27:51,Institutional interest in Bitcoin increasing steadily #BTC,btc_trader_762,36,2,neutral,12,Thursday,58,0,institutional interest in bitcoin increasing steadily btc,"['institutional', 'interest', 'bitcoin', 'increasing', 'steadily', 'btc']",6,0.0,40.0,3.713572066704308,3,0,afternoon
tweet_4178,2024-02-22 13:06:33,Governments will never allow Bitcoin to succeed 📈,btc_trader_572,1,0,negative,13,Thursday,49,-1,governments will never allow bitcoin to succeed,"['government', 'never', 'allow', 'bitcoin', 'succeed']",5,-1.0,1.0,0.6931471805599453,3,0,afternoon
tweet_1555,2024-02-22 13:11:12,On-chain metrics showing mixed signals!,btc_trader_3960,39,2,neutral,13,Thursday,39,0,onchain metrics showing mixed signals,"['onchain', 'metric', 'showing', 'mixed', 'signal']",5,0.0,43.0,3.784189633918261,3,0,afternoon
tweet_6618,2024-02-22 13:12:27,Comparing Bitcoin to other cryptocurrencies 🚀,btc_trader_4776,13,0,neutral,13,Thursday,45,0,comparing bitcoin to other cryptocurrencies,"['comparing', 'bitcoin', 'cryptocurrencies']",3,0.0,13.0,2.6390573296152584,3,0,afternoon
tweet_8763,2024-02-22 13:14:38,Bitcoin developer activity remains strong 💎 Price: $49027,btc_trader_1358,18,2,neutral,13,Thursday,57,0,bitcoin developer activity remains strong price,"['bitcoin', 'developer', 'activity', 'remains', 'strong', 'price']",6,0.0,22.0,3.1354942159291497,3,0,afternoon
tweet_6627,2024-02-22 13:17:30,What do you think about current Bitcoin price? agree?,btc_trader_375,41,7,neutral,13,Thursday,53,0,what do you think about current bitcoin price agree,"['think', 'current', 'bitcoin', 'price', 'agree']",5,0.0,55.0,4.02535169073515,3,0,afternoon
tweet_5304,2024-02-22 13:23:28,Comparing Bitcoin to other cryptocurrencies.,btc_trader_4905,43,2,neutral,13,Thursday,44,0,comparing bitcoin to other cryptocurrencies,"['comparing', 'bitcoin', 'cryptocurrencies']",3,0.0,47.0,3.871201010907891,3,0,afternoon
tweet_7304,2024-02-22 13:23:38,Institutional interest in Bitcoin increasing steadily #Bitcoin at $52702,btc_trader_3610,38,6,neutral,13,Thursday,72,0,institutional interest in bitcoin increasing steadily bitcoin at,"['institutional', 'interest', 'bitcoin', 'increasing', 'steadily', 'bitcoin']",6,0.0,50.0,3.9318256327243257,3,0,afternoon
tweet_4650,2024-02-22 13:45:10,"Bitcoin volume is decreasing, calm before storm? #crypto",btc_trader_272,144,15,neutral,13,Thursday,56,0,bitcoin volume is decreasing calm before storm crypto,"['bitcoin', 'volume', 'decreasing', 'calm', 'storm', 'crypto']",6,0.0,174.0,5.1647859739235145,3,0,afternoon
tweet_8552,2024-02-22 14:05:02,Bitcoin ETF approval is huge for adoption 📈 Price: $53586,btc_trader_1883,122,18,positive,14,Thursday,57,1,bitcoin etf approval is huge for adoption price,"['bitcoin', 'etf', 'approval', 'huge', 'adoption', 'price']",6,1.0,158.0,5.0689042022202315,3,0,afternoon
tweet_6646,2024-02-22 14:09:28,"Watching Bitcoin closely, key resistance ahead #crypto Price: $54236",btc_trader_405,27,4,neutral,14,Thursday,68,0,watching bitcoin closely key resistance ahead crypto price,"['watching', 'bitcoin', 'closely', 'key', 'resistance', 'ahead', 'crypto', 'price']",8,0.0,35.0,3.58351893845611,3,0,afternoon
tweet_9168,2024-02-22 14:19:06,"Bitcoin adoption is accelerating, banks are scared 💎",btc_trader_2362,240,19,positive,14,Thursday,52,1,bitcoin adoption is accelerating banks are scared,"['bitcoin', 'adoption', 'accelerating', 'bank', 'scared']",5,1.0,278.0,5.631211781821365,3,0,afternoon
tweet_7411,2024-02-22 14:26:47,Bitcoin correlation with stocks is interesting #crypto,btc_trader_625,206,22,neutral,14,Thursday,54,0,bitcoin correlation with stocks is interesting crypto,"['bitcoin', 'correlation', 'stock', 'interesting', 'crypto']",5,0.0,250.0,5.5254529391317835,3,0,afternoon
tweet_5001,2024-02-22 14:38:54,Bitcoin chart looking indecisive right now,btc_trader_2040,59,12,neutral,14,Thursday,42,0,bitcoin chart looking indecisive right now,"['bitcoin', 'chart', 'looking', 'indecisive', 'right']",5,0.0,83.0,4.430816798843313,3,0,afternoon
tweet_8981,2024-02-22 15:18:46,"RSI neutral, MACD crossing, watching closely! at $54597",btc_trader_136,22,2,neutral,15,Thursday,55,0,rsi neutral macd crossing watching closely at,"['rsi', 'neutral', 'macd', 'crossing', 'watching', 'closely']",6,0.0,26.0,3.295836866004329,3,0,afternoon
tweet_9723,2024-02-22 16:28:02,Bitcoin ETF approval is huge for adoption 🚀,btc_trader_2049,75,14,positive,16,Thursday,43,1,bitcoin etf approval is huge for adoption,"['bitcoin', 'etf', 'approval', 'huge', 'adoption']",5,1.0,103.0,4.6443908991413725,3,0,afternoon
tweet_3987,2024-02-22 17:05:42,"RSI neutral, MACD crossing, watching closely.",btc_trader_4593,19,2,neutral,17,Thursday,45,0,rsi neutral macd crossing watching closely,"['rsi', 'neutral', 'macd', 'crossing', 'watching', 'closely']",6,0.0,23.0,3.1780538303479458,3,0,afternoon
tweet_2566,2024-02-22 17:30:27,"Bitcoin trading sideways, waiting for a breakout thinking",btc_trader_4195,104,16,neutral,17,Thursday,57,0,bitcoin trading sideways waiting for a breakout thinking,"['bitcoin', 'trading', 'sideways', 'waiting', 'breakout', 'thinking']",6,0.0,136.0,4.919980925828125,3,0,afternoon
tweet_5669,2024-02-22 17:39:51,Bitcoin developer activity remains strong thoughts?,btc_trader_255,117,22,neutral,17,Thursday,51,0,bitcoin developer activity remains strong thoughts,"['bitcoin', 'developer', 'activity', 'remains', 'strong', 'thought']",6,0.0,161.0,5.087596335232384,3,0,afternoon
tweet_5629,2024-02-22 17:40:00,Institutional interest in Bitcoin increasing steadily btw,btc_trader_3168,131,10,neutral,17,Thursday,57,0,institutional interest in bitcoin increasing steadily btw,"['institutional', 'interest', 'bitcoin', 'increasing', 'steadily', 'btw']",6,0.0,151.0,5.0238805208462765,3,0,afternoon
tweet_6862,2024-02-22 18:00:44,Not selling until we hit six figures thoughts? Price: $41099,btc_trader_1527,68,8,positive,18,Thursday,60,1,not selling until we hit six figures thoughts price,"['not', 'selling', 'hit', 'six', 'figure', 'thought', 'price']",7,1.0,84.0,4.442651256490317,3,0,evening
tweet_1270,2024-02-22 18:18:28,On-chain metrics showing mixed signals...,btc_trader_2693,597,124,neutral,18,Thursday,41,0,onchain metrics showing mixed signals,"['onchain', 'metric', 'showing', 'mixed', 'signal']",5,0.0,845.0,6.740519359606223,3,0,evening
tweet_6223,2024-02-22 18:35:18,"This volatility is too much, getting out 📈",btc_trader_2031,6,0,negative,18,Thursday,42,-1,this volatility is too much getting out,"['volatility', 'much', 'getting']",3,-1.0,6.0,1.9459101490553132,3,0,evening
tweet_1823,2024-02-22 19:01:35,"Bitcoin is freedom money, can't be stopped thinking",btc_trader_389,560,70,positive,19,Thursday,51,1,bitcoin is freedom money cant be stopped thinking,"['bitcoin', 'freedom', 'money', 'cant', 'stopped', 'thinking']",6,1.0,700.0,6.55250788703459,3,0,evening
tweet_2800,2024-02-22 19:28:14,"HODL strong, we're going to the moon #BTC",btc_trader_1766,78,15,positive,19,Thursday,41,1,hodl strong were going to the moon btc,"['hodl', 'strong', 'going', 'moon', 'btc']",5,1.0,108.0,4.6913478822291435,3,0,evening
