tweet_id,datetime,text,user,likes,retweets,sentiment
btc_00000836,2024-01-12 10:56:29,Just bought more $BTC! HODL strong 💎🙌 🔥,alt_hunter,171,124,positive
btc_00000837,2024-01-12 11:51:53,"Bitcoin dominance at 51%, altcoins struggling",on_chain_data,34,19,neutral
btc_00000838,2024-01-12 11:36:20,JUST BOUGHT MORE $BTC! HODL STRONG 💎🙌,sats_stacker,265,32,positive
btc_00000839,2024-01-12 11:55:05,"Bitcoin volume increasing, watching closely 👀",crypto_bull,36,29,neutral
btc_00000840,2024-01-12 11:12:30,Amazing gains on Bitcoin today! Up 13% 🎉,chart_master,408,95,positive
btc_00000841,2024-01-12 12:43:37,Just stacked more sats! Bitcoin only 🧡,nft_collector,412,138,positive
btc_00000842,2024-01-12 12:10:07,Just stacked more sats! Bitcoin only 🧡 🔥,bull_run,378,48,positive
btc_00000843,2024-01-12 13:07:24,Bitcoin on-chain metrics showing mixed signals 📊 🔥,crypto_analyst,88,26,neutral
btc_00000844,2024-01-12 13:48:28,Amazing gains on Bitcoin today! Up 5% 🎉 💯,whale_watcher,404,93,positive
btc_00000845,2024-01-12 13:34:00,Just stacked more sats! Bitcoin only 🧡,bull_run,160,47,positive
btc_00000846,2024-01-12 13:01:50,"Bitcoin will hit $61k this year, mark my words! 📈 🎯",trading_pro,281,51,positive
btc_00000847,2024-01-12 14:08:01,Bitcoin > everything else. Change my mind 💪 💰,hodl_gang,358,72,positive
btc_00000848,2024-01-12 14:00:51,"Bearish on Bitcoin, downtrend confirmed 🐻",diamond_hands,517,30,negative
btc_00000849,2024-01-12 14:14:29,Bitcoin sentiment turning positive! Rally incoming 🚀 💰,sats_stacker,808,318,positive
btc_00000850,2024-01-12 14:59:08,Technical analysis shows Bitcoin crash to $28 📉,diamond_hands,367,138,negative
btc_00000851,2024-01-12 14:27:07,Technical analysis shows Bitcoin crash to $24 📉,satoshi_fan,107,57,negative
btc_00000852,2024-01-12 15:46:05,Consolidation phase for Bitcoin continues ⏸️,btc_miner,65,44,neutral
btc_00000853,2024-01-12 15:21:20,Bitcoin stock-to-flow model update: ratio Blackrock 🎯,chart_master,98,38,neutral
btc_00000854,2024-01-12 16:58:57,Bitcoin crashing hard! Sell everything! 📉,crypto_analyst,255,19,negative
btc_00000855,2024-01-12 16:43:49,Bitcoin stock-to-flow model update: ratio mining ban,satoshi_fan,76,32,neutral
btc_00000856,2024-01-12 17:51:16,Market manipulation! Bitcoin not organic growth 😡,defi_degen,369,154,negative
btc_00000857,2024-01-12 17:14:06,Bitcoin currently trading at $44261 📊,defi_degen,2070,91,neutral
btc_00000858,2024-01-12 17:46:42,Bitcoin network upgrade scheduled for Grayscale,satoshi_fan,22,28,neutral
btc_00000859,2024-01-12 17:32:02,ANALYZING BITCOIN CHART PATTERNS TODAY 📈,btc_miner,82,37,neutral
btc_00000860,2024-01-12 18:17:31,BTC hodlers being rewarded! Diamond hands win 💎,crypto_news,137,154,positive
btc_00000861,2024-01-12 18:43:22,Bitcoin hashrate at ATH! Network security = bullish 🔒 ⚡,defi_degen,502,103,positive
btc_00000862,2024-01-12 18:42:51,Market update: Bitcoin sideways movement continues,on_chain_data,74,10,neutral
btc_00000863,2024-01-12 18:27:52,Just stacked more sats! Bitcoin only 🧡,crypto_trader,643,175,positive
btc_00000864,2024-01-12 19:25:26,BITCOIN SENTIMENT TURNING POSITIVE! RALLY INCOMING 🚀 🎯,btc_miner,448,21,positive
btc_00000865,2024-01-12 19:37:31,Bitcoin adoption growing massively! Bullish 📊,bull_run,142,61,positive
btc_00000866,2024-01-12 20:45:36,Bitcoin network upgrade scheduled for Fidelity,on_chain_data,192,63,neutral
btc_00000867,2024-01-12 20:19:41,Technical analysis shows Bitcoin crash to $23 📉,crypto_skeptic,858,1428,negative
btc_00000868,2024-01-12 20:37:28,Bitcoin hashrate at ATH! Network security = bullish 🔒,bull_run,648,143,positive
btc_00000869,2024-01-12 20:06:09,Market update: Bitcoin sideways movement continues,diamond_hands,89,9,neutral
btc_00000870,2024-01-12 21:27:11,"BTC dump incoming, get out while you can! 🔻",diamond_hands,365,79,negative
btc_00000871,2024-01-12 21:00:04,Bitcoin > everything else. Change my mind 💪,technical_ta,868,97,positive
btc_00000872,2024-01-12 21:29:52,"Bitcoin scam, government will ban it! ⚠️",trading_pro,173,13,negative
btc_00000873,2024-01-12 21:59:34,"Crypto winter is here, Bitcoin going to $24 🥶",bitcoin_maxie,70,60,negative
btc_00000874,2024-01-12 21:28:57,"Bearish on Bitcoin, downtrend confirmed 🐻",crypto_trader,696,164,negative
btc_00000875,2024-01-12 22:52:52,"Bitcoin will hit $49k this year, mark my words! 📈",bitcoin_maxie,898,203,positive
btc_00000876,2024-01-12 22:56:56,Bitcoin trading range: $43529 - $45305,satoshi_fan,60,15,neutral
btc_00000877,2024-01-12 23:16:34,Bitcoin on-chain metrics showing mixed signals 📊,btc_hodler,6,11,neutral
btc_00000878,2024-01-12 23:19:38,Long-term Bitcoin holders not selling 🔒,crypto_analyst,20,17,neutral
btc_00000879,2024-01-13 00:42:27,"Bitcoin bubble bursting, warned you all 😱",trading_pro,196,55,negative
btc_00000880,2024-01-13 01:37:22,Bitcoin trading range: $44663 - $46486,whale_watcher,67,21,neutral
btc_00000881,2024-01-13 01:31:18,BTC pumping hard! This is just the beginning 🔥,bull_run,2388,196,positive
btc_00000882,2024-01-13 02:42:41,Bitcoin overvalued at current prices! Correction needed ⬇️,crypto_analyst,280,83,negative
btc_00000883,2024-01-13 02:34:15,Sold all my BTC before the crash! Dodged bullet 😅,fundamental,265,44,negative
btc_00000884,2024-01-13 03:06:24,Market update: Bitcoin sideways movement continues,crypto_trader,9,8,neutral
btc_00000885,2024-01-13 03:00:32,BTC technical analysis shows strong uptrend ↗️,hodl_gang,257,78,positive
btc_00000886,2024-01-13 03:16:25,"Bitcoin dead, time to move on 💀",nft_collector,162,11,negative
btc_00000887,2024-01-13 03:19:04,Bitcoin > everything else. Change my mind 💪,diamond_hands,249,14,positive
btc_00000888,2024-01-13 04:55:13,Consolidation phase for Bitcoin continues ⏸️,technical_ta,92,23,neutral
btc_00000889,2024-01-13 05:35:32,Consolidation phase for Bitcoin continues ⏸️,sats_stacker,806,80,neutral
btc_00000890,2024-01-13 05:19:31,Institutions buying Bitcoin = moon time 🌙,crypto_trader,152,115,positive
btc_00000891,2024-01-13 05:17:01,Analyzing Bitcoin chart patterns today 📈,hodl_gang,103,3,neutral
btc_00000892,2024-01-13 05:04:49,Bitcoin hashrate at ATH! Network security = bullish 🔒,alt_hunter,483,149,positive
btc_00000893,2024-01-13 06:00:55,Technical analysis shows Bitcoin crash to $40 📉,crypto_analyst,44,65,negative
btc_00000894,2024-01-13 06:53:20,SURVEY: 44% OF INVESTORS HOLD BITCOIN,crypto_skeptic,90,34,neutral
btc_00000895,2024-01-13 07:44:37,Bitcoin hashrate at ATH! Network security = bullish 🔒,crypto_analyst,340,137,positive
btc_00000896,2024-01-13 07:55:05,Bitcoin transaction fees too high! Unusable! 💸,bitcoin_og,259,47,negative
btc_00000897,2024-01-13 08:03:54,Bitcoin network upgrade scheduled for regulation 🔥,bull_run,88,6,neutral
btc_00000898,2024-01-13 08:05:27,Best performing asset: #Bitcoin 🏆,bull_run,182,15,positive
btc_00000899,2024-01-13 08:26:45,Just bought more $BTC! HODL strong 💎🙌,bear_market,215,71,positive
btc_00000900,2024-01-13 09:19:33,Bitcoin hash ribbons indicating Binance signal,hodl_gang,406,56,neutral
btc_00000901,2024-01-13 09:39:27,Interesting Bitcoin development: Fidelity,btc_miner,50,30,neutral
btc_00000902,2024-01-13 10:27:55,BTC holding steady at regulation support level,satoshi_fan,11,29,neutral
btc_00000903,2024-01-13 10:20:14,Bitcoin on-chain metrics showing mixed signals 📊,diamond_hands,86,16,neutral
btc_00000904,2024-01-13 10:50:08,Institutional Bitcoin holdings update: Blackrock BTC,bear_market,60,10,neutral
btc_00000905,2024-01-13 10:22:14,Smart money accumulating Bitcoin quietly 👀,btc_hodler,98,104,positive
btc_00000906,2024-01-13 11:44:42,SMART MONEY ACCUMULATING BITCOIN QUIETLY 👀 👀,nft_collector,113,99,positive
btc_00000907,2024-01-13 12:45:06,Bitcoin correlation with stocks remains high 📊,bitcoin_maxie,33,1,neutral
btc_00000908,2024-01-13 12:34:00,Bitcoin hash ribbons indicating Binance signal,sats_stacker,29,1,neutral
btc_00000909,2024-01-13 12:11:36,Bitcoin stock-to-flow model update: ratio network congestion,crypto_skeptic,43,11,neutral
btc_00000910,2024-01-13 13:10:40,Bitcoin currently trading at $46904 📊,btc_miner,21,18,neutral
btc_00000911,2024-01-13 13:21:14,AMAZING GAINS ON BITCOIN TODAY! UP 14% 🎉,btc_miner,180,69,positive
btc_00000912,2024-01-13 13:52:40,Bitcoin sentiment turning positive! Rally incoming 🚀,moon_soon,264,18,positive
btc_00000913,2024-01-13 14:51:48,REGULATORY PRESSURE KILLING BITCOIN! BE CAREFUL! ⚖️,chart_master,271,125,negative
btc_00000914,2024-01-13 14:47:09,"BTC dump incoming, get out while you can! 🔻",diamond_hands,332,92,negative
btc_00000915,2024-01-13 14:47:46,"Crypto winter is here, Bitcoin going to $27 🥶 💰",nft_collector,587,93,negative
btc_00000916,2024-01-13 14:13:15,Just stacked more sats! Bitcoin only 🧡,bull_run,672,292,positive
btc_00000917,2024-01-13 15:57:30,BITCOIN LOOKING STRONG AT $65 RESISTANCE BROKEN!,satoshi_fan,710,233,positive
btc_00000918,2024-01-13 15:16:21,Bitcoin to the moon! 🚀 #BTC #crypto 🎯,technical_ta,206,268,positive
btc_00000919,2024-01-13 15:09:17,Bullish on #Bitcoin! Target: $50k 🚀,crypto_skeptic,370,206,positive
btc_00000920,2024-01-13 16:28:30,"Bitcoin dead, time to move on 💀 🎯",alt_hunter,130,109,negative
btc_00000921,2024-01-13 16:42:23,Regulatory pressure killing Bitcoin! Be careful! ⚖️,chart_master,366,48,negative
btc_00000922,2024-01-13 16:28:45,Market manipulation! Bitcoin not organic growth 😡,trading_pro,424,25,negative
btc_00000923,2024-01-13 17:47:24,Institutions buying Bitcoin = moon time 🌙 🚨,crypto_skeptic,663,304,positive
btc_00000924,2024-01-13 17:03:19,Bitcoin stock-to-flow model update: ratio ETF approval,bitcoin_og,69,71,neutral
btc_00000925,2024-01-13 18:02:51,Bitcoin correlation with stocks remains high 📊 🎯,bitcoin_maxie,109,37,neutral
btc_00000926,2024-01-13 18:53:35,Bitcoin transaction fees too high! Unusable! 💸,bear_market,281,47,negative
btc_00000927,2024-01-13 18:41:42,Bitcoin sentiment turning positive! Rally incoming 🚀,trading_pro,282,59,positive
btc_00000928,2024-01-13 18:32:59,Bitcoin currently trading at $45745 📊,btc_hodler,203,19,neutral
btc_00000929,2024-01-13 19:24:29,Lost so much on Bitcoin... never again 😭 💯,btc_miner,180,7,negative
btc_00000930,2024-01-13 19:52:18,"Crypto winter is here, Bitcoin going to $23 🥶",diamond_hands,447,87,negative
btc_00000931,2024-01-13 20:41:05,Bitcoin breaking resistance! Bullish trend incoming 📈,hodl_gang,808,203,positive
btc_00000932,2024-01-13 20:26:55,BTC holding steady at institutional buying support level,hodl_gang,131,36,neutral
btc_00000933,2024-01-13 20:11:00,BTC PUMPING HARD! THIS IS JUST THE BEGINNING 🔥,satoshi_fan,135,296,positive
btc_00000934,2024-01-13 21:42:24,Bitcoin stock-to-flow model update: ratio technology upgrade 🔥,btc_miner,189,5,neutral
btc_00000935,2024-01-13 21:45:53,"Bitcoin volume increasing, watching closely 👀",whale_watcher,134,26,neutral
btc_00000936,2024-01-13 21:37:17,Bitcoin currently trading at $45802 📊,on_chain_data,46,29,neutral
btc_00000937,2024-01-13 22:35:09,Regulatory pressure killing Bitcoin! Be careful! ⚖️,crypto_analyst,247,115,negative
btc_00000938,2024-01-13 22:33:57,Bitcoin stock-to-flow model update: ratio technology upgrade,bear_market,157,18,neutral
btc_00000939,2024-01-13 22:23:01,Analyzing Bitcoin chart patterns today 📈,satoshi_fan,186,43,neutral
btc_00000940,2024-01-13 22:01:05,Market update: Bitcoin sideways movement continues 🚨,crypto_trader,127,4,neutral
btc_00000941,2024-01-13 23:05:35,BTC technical analysis shows strong uptrend ↗️,crypto_bull,242,43,positive
btc_00000942,2024-01-13 23:07:29,Bitcoin sentiment turning positive! Rally incoming 🚀 🔥,nft_collector,339,96,positive
btc_00000943,2024-01-13 23:50:04,Study shows: Bitcoin volatility decreasing over time,sats_stacker,19,12,neutral
btc_00000944,2024-01-13 23:38:30,Survey: 44% of investors hold Bitcoin,bitcoin_og,18,10,neutral
btc_00000945,2024-01-14 00:18:23,BTC holding steady at Binance support level,nft_collector,27,5,neutral
btc_00000946,2024-01-14 01:53:00,Market manipulation! Bitcoin not organic growth 😡 🎯,technical_ta,111,22,negative
btc_00000947,2024-01-14 02:10:13,"BTC dump incoming, get out while you can! 🔻",crypto_trader,141,39,negative
btc_00000948,2024-01-14 03:41:58,Interesting Bitcoin development: network congestion,alt_hunter,24,1,neutral
btc_00000949,2024-01-14 03:34:59,Bitcoin looking strong at $58 resistance broken!,on_chain_data,65,64,positive
btc_00000950,2024-01-14 03:00:39,Bitcoin to the moon! 🚀 #BTC #crypto 👀,moon_soon,190,14,positive
btc_00000951,2024-01-14 03:02:47,Analyzing Bitcoin chart patterns today 📈,satoshi_fan,39,5,neutral
btc_00000952,2024-01-14 04:57:44,BTC HOLDING STEADY AT TESLA SUPPORT LEVEL 🚨,bear_market,1640,99,neutral
btc_00000953,2024-01-14 04:41:09,Bitcoin > everything else. Change my mind 💪,hodl_gang,409,92,positive
btc_00000954,2024-01-14 05:49:07,Bitcoin stock-to-flow model update: ratio PayPal,btc_miner,17,14,neutral
btc_00000955,2024-01-14 05:19:51,Bitcoin breaking resistance! Bullish trend incoming 📈,trading_pro,370,54,positive
btc_00000956,2024-01-14 05:42:39,Whales dumping BTC! Retail getting rekt 🐋,crypto_analyst,704,78,negative
btc_00000957,2024-01-14 05:52:15,"Bitcoin scam, government will ban it! ⚠️",bitcoin_og,145,41,negative
btc_00000958,2024-01-14 06:37:35,Bitcoin > everything else. Change my mind 💪,whale_watcher,277,19,positive
btc_00000959,2024-01-14 06:58:51,Technical analysis shows Bitcoin crash to $33 📉,bear_market,133,19,negative
btc_00000960,2024-01-14 07:45:03,Bitcoin correlation with stocks remains high 📊,crypto_analyst,17,17,neutral
btc_00000961,2024-01-14 07:46:52,Bitcoin on-chain metrics showing mixed signals 📊,crypto_bull,34,8,neutral
btc_00000962,2024-01-14 07:01:42,BTC holding steady at regulation support level,crypto_skeptic,14,15,neutral
btc_00000963,2024-01-14 08:38:43,Analyzing Bitcoin chart patterns today 📈,crypto_bull,59,22,neutral
btc_00000964,2024-01-14 09:40:01,Bitcoin adoption growing massively! Bullish 📊,crypto_analyst,244,22,positive
btc_00000965,2024-01-14 09:57:05,Bitcoin transaction fees too high! Unusable! 💸,bull_run,163,14,negative
btc_00000966,2024-01-14 09:10:55,Bitcoin looking strong at $66 resistance broken!,btc_miner,376,112,positive
btc_00000967,2024-01-14 10:43:37,"BITCOIN = PONZI SCHEME, WAKE UP PEOPLE! ⚠️",chart_master,144,57,negative
btc_00000968,2024-01-14 11:12:54,Bitcoin transaction fees too high! Unusable! 💸,crypto_trader,29,38,negative
btc_00000969,2024-01-14 11:48:53,Institutional Bitcoin holdings update: Fidelity BTC,bitcoin_maxie,768,255,neutral
btc_00000970,2024-01-14 11:00:13,Bitcoin to the moon! 🚀 #BTC #crypto,technical_ta,466,76,positive
btc_00000971,2024-01-14 11:48:18,Analyzing Bitcoin chart patterns today 📈,bitcoin_maxie,19,7,neutral
btc_00000972,2024-01-14 12:57:11,Study shows: Bitcoin volatility decreasing over time,trading_pro,27,16,neutral
btc_00000973,2024-01-14 12:02:03,"Bearish on Bitcoin, downtrend confirmed 🐻",btc_miner,2771,336,negative
btc_00000974,2024-01-14 13:24:45,Bitcoin stock-to-flow model update: ratio Blackrock,defi_degen,56,24,neutral
btc_00000975,2024-01-14 13:45:56,Bitcoin network upgrade scheduled for Fidelity,diamond_hands,48,12,neutral
btc_00000976,2024-01-14 13:29:24,Whales dumping BTC! Retail getting rekt 🐋,on_chain_data,113,16,negative
btc_00000977,2024-01-14 13:13:24,Institutions buying Bitcoin = moon time 🌙,bitcoin_og,403,106,positive
btc_00000978,2024-01-14 14:36:44,BITCOIN OVERVALUED AT CURRENT PRICES! CORRECTION NEEDED ⬇️,on_chain_data,193,123,negative
btc_00000979,2024-01-14 14:36:02,"Bitcoin dead, time to move on 💀",bear_market,118,19,negative
btc_00000980,2024-01-14 14:09:56,BTC holding steady at adoption support level,sats_stacker,162,30,neutral
btc_00000981,2024-01-14 14:59:58,Bitcoin overvalued at current prices! Correction needed ⬇️,defi_degen,176,8,negative
btc_00000982,2024-01-14 15:05:10,Tether FUD affecting Bitcoin price! Not good 😬,hodl_gang,612,108,negative
btc_00000983,2024-01-14 15:26:42,Tether FUD affecting Bitcoin price! Not good 😬,moon_soon,401,17,negative
btc_00000984,2024-01-14 15:01:44,Amazing gains on Bitcoin today! Up 10% 🎉,crypto_skeptic,174,147,positive
btc_00000985,2024-01-14 15:00:11,Bitcoin to the moon! 🚀 #BTC #crypto 🎯,diamond_hands,389,88,positive
btc_00000986,2024-01-14 16:33:50,Bitcoin looking strong at $52 resistance broken!,sats_stacker,608,83,positive
btc_00000987,2024-01-14 16:32:27,Bitcoin stock-to-flow model update: ratio institutional buying,diamond_hands,158,9,neutral
btc_00000988,2024-01-14 16:30:10,New Bitcoin ETF filing submitted by regulation ⚡,technical_ta,112,44,neutral
btc_00000989,2024-01-14 16:58:15,BTC pumping hard! This is just the beginning 🔥,nft_collector,927,49,positive
btc_00000990,2024-01-14 17:11:51,DCA into Bitcoin = winning strategy 📊,alt_hunter,310,337,positive
btc_00000991,2024-01-14 17:46:48,Institutions buying Bitcoin = moon time 🌙,nft_collector,192,84,positive
btc_00000992,2024-01-14 18:03:16,"BTC DUMP INCOMING, GET OUT WHILE YOU CAN! 🔻",bitcoin_maxie,155,55,negative
btc_00000993,2024-01-14 18:23:36,Technical analysis shows Bitcoin crash to $38 📉,crypto_skeptic,218,161,negative
btc_00000994,2024-01-14 19:03:17,Bitcoin crashing hard! Sell everything! 📉,technical_ta,55,32,negative
btc_00000995,2024-01-14 19:56:06,LOST SO MUCH ON BITCOIN... NEVER AGAIN 😭,whale_watcher,667,117,negative
btc_00000996,2024-01-14 20:26:16,Bullish on #Bitcoin! Target: $51k 🚀,crypto_analyst,588,63,positive
btc_00000997,2024-01-14 20:29:22,Bitcoin crashing hard! Sell everything! 📉,crypto_analyst,501,82,negative
btc_00000998,2024-01-14 20:38:05,Analyzing Bitcoin chart patterns today 📈,btc_miner,28,35,neutral
btc_00000999,2024-01-14 21:07:50,Study shows: Bitcoin volatility decreasing over time,crypto_bull,67,44,neutral
btc_00001000,2024-01-14 22:55:12,Bitcoin mining centralization = big problem ⚠️ 🚨,sats_stacker,379,41,negative
btc_00001001,2024-01-14 22:25:29,LONG-TERM BITCOIN HOLDERS NOT SELLING 🔒,on_chain_data,109,53,neutral
btc_00001002,2024-01-14 22:37:18,Bitcoin overvalued at current prices! Correction needed ⬇️ ⚡,on_chain_data,543,102,negative
btc_00001003,2024-01-14 23:14:36,Just bought more $BTC! HODL strong 💎🙌,btc_miner,138,81,positive
btc_00001004,2024-01-14 23:24:08,Bitcoin to the moon! 🚀 #BTC #crypto,btc_miner,85,79,positive
btc_00001005,2024-01-14 23:41:35,BITCOIN BREAKING RESISTANCE! BULLISH TREND INCOMING 📈,technical_ta,297,51,positive
btc_00001006,2024-01-15 00:38:43,Lost so much on Bitcoin... never again 😭,crypto_skeptic,50,74,negative
btc_00001007,2024-01-15 00:24:16,Bitcoin transaction fees too high! Unusable! 💸 💯,whale_watcher,181,14,negative
btc_00001008,2024-01-15 00:11:56,Bitcoin mining centralization = big problem ⚠️,satoshi_fan,113,47,negative
btc_00001009,2024-01-15 00:02:51,Just bought more $BTC! HODL strong 💎🙌,technical_ta,203,88,positive
btc_00001010,2024-01-15 01:55:29,Bitcoin breaking resistance! Bullish trend incoming 📈,on_chain_data,4329,1230,positive
btc_00001011,2024-01-15 01:37:45,Bitcoin overvalued at current prices! Correction needed ⬇️,fundamental,122,49,negative
btc_00001012,2024-01-15 02:54:17,"Bitcoin = ponzi scheme, wake up people! ⚠️",crypto_analyst,115,45,negative
btc_00001013,2024-01-15 02:11:21,Institutional Bitcoin holdings update: network congestion BTC,crypto_news,73,9,neutral
btc_00001014,2024-01-15 02:58:19,Bitcoin currently trading at $45889 📊,alt_hunter,95,13,neutral
btc_00001015,2024-01-15 03:54:28,"Bitcoin scam, government will ban it! ⚠️",moon_soon,176,46,negative
btc_00001016,2024-01-15 04:07:17,Bitcoin to the moon! 🚀 #BTC #crypto,moon_soon,90,53,positive
btc_00001017,2024-01-15 04:15:50,BTC pumping hard! This is just the beginning 🔥,moon_soon,373,73,positive
btc_00001018,2024-01-15 05:42:49,Sold all my BTC before the crash! Dodged bullet 😅,defi_degen,113,9,negative
btc_00001019,2024-01-15 05:09:59,"Crypto winter is here, Bitcoin going to $23 🥶",sats_stacker,304,77,negative
btc_00001020,2024-01-15 05:42:17,"Bearish on Bitcoin, downtrend confirmed 🐻",fundamental,105,27,negative
btc_00001021,2024-01-15 05:56:43,Market manipulation! Bitcoin not organic growth 😡,nft_collector,182,26,negative
btc_00001022,2024-01-15 06:47:52,Bitcoin fear & greed at extreme levels! Crash coming 😰,crypto_trader,33,56,negative
btc_00001023,2024-01-15 06:00:07,Lost 19% on Bitcoin this week... brutal 💔,chart_master,183,36,negative
btc_00001024,2024-01-15 07:04:01,"BTC dump incoming, get out while you can! 🔻",satoshi_fan,226,25,negative
btc_00001025,2024-01-15 07:08:04,Bitcoin > everything else. Change my mind 💪 🔥,crypto_news,139,146,positive
btc_00001026,2024-01-15 08:36:44,Bitcoin on-chain metrics showing mixed signals 📊,sats_stacker,12,7,neutral
btc_00001027,2024-01-15 08:12:07,Bullish on #Bitcoin! Target: $62k 🚀,diamond_hands,112,162,positive
btc_00001028,2024-01-15 09:46:40,New Bitcoin ETF filing submitted by adoption,nft_collector,680,98,neutral
btc_00001029,2024-01-15 09:09:40,BTC technical analysis shows strong uptrend ↗️,technical_ta,537,72,positive
btc_00001030,2024-01-15 09:44:44,Lost 12% on Bitcoin this week... brutal 💔 ⚡,whale_watcher,83,3,negative
btc_00001031,2024-01-15 09:35:29,BTC hodlers being rewarded! Diamond hands win 💎 👀,btc_hodler,52,101,positive
btc_00001032,2024-01-15 09:54:12,Interesting Bitcoin development: technology upgrade,crypto_analyst,21,22,neutral
btc_00001033,2024-01-15 10:35:40,Bitcoin to the moon! 🚀 #BTC #crypto 🔥,moon_soon,259,74,positive
btc_00001034,2024-01-15 11:12:20,Market update: Bitcoin sideways movement continues,defi_degen,53,19,neutral
btc_00001035,2024-01-15 12:32:01,Lost so much on Bitcoin... never again 😭,bear_market,125,26,negative
btc_00001036,2024-01-15 12:25:03,Bitcoin transaction fees too high! Unusable! 💸,crypto_analyst,67,17,negative
btc_00001037,2024-01-15 12:57:40,Bitcoin transaction fees too high! Unusable! 💸,fundamental,248,12,negative
btc_00001038,2024-01-15 12:06:52,Consolidation phase for Bitcoin continues ⏸️,whale_watcher,43,13,neutral
btc_00001039,2024-01-15 13:56:42,Bitcoin mining difficulty adjusted 47%,bitcoin_maxie,22,19,neutral
btc_00001040,2024-01-15 14:30:42,Bitcoin overvalued at current prices! Correction needed ⬇️,satoshi_fan,304,96,negative
btc_00001041,2024-01-15 14:04:51,Bitcoin breaking resistance! Bullish trend incoming 📈,moon_soon,545,39,positive
btc_00001042,2024-01-15 15:21:21,"Bitcoin volume increasing, watching closely 👀",btc_miner,39,8,neutral
btc_00001043,2024-01-15 16:28:35,Tether FUD affecting Bitcoin price! Not good 😬 💰,nft_collector,551,198,negative
btc_00001044,2024-01-15 16:42:00,Interesting Bitcoin development: Fidelity 💯,bitcoin_maxie,20,16,neutral
btc_00001045,2024-01-15 16:27:57,Long-term Bitcoin holders not selling 🔒 👀,crypto_skeptic,39,16,neutral
btc_00001046,2024-01-15 17:27:31,Survey: 58% of investors hold Bitcoin,nft_collector,161,35,neutral
btc_00001047,2024-01-15 17:48:01,"Bitcoin bubble bursting, warned you all 😱",defi_degen,240,40,negative
btc_00001048,2024-01-15 17:59:13,Bitcoin stock-to-flow model update: ratio network congestion,bear_market,146,27,neutral
btc_00001049,2024-01-15 17:49:24,Bitcoin sentiment turning positive! Rally incoming 🚀,bitcoin_og,335,98,positive
btc_00001050,2024-01-15 18:02:10,Bitcoin to the moon! 🚀 #BTC #crypto,sats_stacker,760,159,positive
btc_00001051,2024-01-15 18:36:40,"Bitcoin volume increasing, watching closely 👀 👀",defi_degen,135,50,neutral
btc_00001052,2024-01-15 18:48:27,BEST PERFORMING ASSET: #BITCOIN 🏆 ⚡,nft_collector,518,200,positive
btc_00001053,2024-01-15 18:12:24,Study shows: Bitcoin volatility decreasing over time,satoshi_fan,119,73,neutral
btc_00001054,2024-01-15 19:02:37,Just bought more $BTC! HODL strong 💎🙌 💯,fundamental,505,197,positive
btc_00001055,2024-01-15 19:41:22,Bitcoin network upgrade scheduled for ETF approval,crypto_trader,106,6,neutral
btc_00001056,2024-01-15 19:22:07,BITCOIN TRADING RANGE: $45306 - $47155,moon_soon,188,35,neutral
btc_00001057,2024-01-15 19:39:18,Interesting Bitcoin development: mining ban,alt_hunter,119,22,neutral
btc_00001058,2024-01-15 20:48:16,Bitcoin trading range: $45982 - $47859,crypto_news,164,26,neutral
btc_00001059,2024-01-15 20:59:38,"Bitcoin dead, time to move on 💀",hodl_gang,141,92,negative
btc_00001060,2024-01-15 20:17:56,Just stacked more sats! Bitcoin only 🧡,btc_miner,340,223,positive
btc_00001061,2024-01-15 21:32:26,Regulatory pressure killing Bitcoin! Be careful! ⚖️,crypto_trader,201,39,negative
btc_00001062,2024-01-15 21:56:33,Long-term Bitcoin holders not selling 🔒,hodl_gang,192,53,neutral
btc_00001063,2024-01-15 21:55:30,"Crypto winter is here, Bitcoin going to $31 🥶",on_chain_data,402,32,negative
btc_00001064,2024-01-15 22:23:21,Bitcoin mining difficulty adjusted 49%,nft_collector,72,23,neutral
btc_00001065,2024-01-15 23:46:39,AMAZING GAINS ON BITCOIN TODAY! UP 3% 🎉,whale_watcher,207,66,positive
btc_00001066,2024-01-15 23:29:21,BTC holding steady at Blackrock support level,crypto_analyst,15,15,neutral
btc_00001067,2024-01-15 23:00:35,Bitcoin > everything else. Change my mind 💪,btc_miner,205,90,positive
btc_00001068,2024-01-15 23:44:20,Bitcoin sentiment turning positive! Rally incoming 🚀,crypto_analyst,162,90,positive
btc_00001069,2024-01-15 23:11:12,BTC HODLERS BEING REWARDED! DIAMOND HANDS WIN 💎,btc_miner,267,24,positive
btc_00001070,2024-01-15 23:06:01,Amazing gains on Bitcoin today! Up 3% 🎉 🚨,crypto_news,136,38,positive
btc_00001071,2024-01-16 00:01:02,"Bitcoin will hit $63k this year, mark my words! 📈",trading_pro,481,116,positive
btc_00001072,2024-01-16 00:03:09,Institutions buying Bitcoin = moon time 🌙,bear_market,261,62,positive
btc_00001073,2024-01-16 01:03:09,Bitcoin fear & greed at extreme levels! Crash coming 😰,whale_watcher,1859,240,negative
btc_00001074,2024-01-16 02:21:46,"Bitcoin scam, government will ban it! ⚠️",on_chain_data,181,40,negative
btc_00001075,2024-01-16 02:25:36,Bitcoin looking strong at $56 resistance broken! 🎯,sats_stacker,100,7,positive
btc_00001076,2024-01-16 02:04:46,Whales dumping BTC! Retail getting rekt 🐋,technical_ta,96,20,negative
